candidate_id,canonical_name,type,family,primary_domain,subdomain,priority,wave,recommended_batch
candidate-data-quality,Data Quality,concept,ideas-orientations,domain-datos-analitica,subdomain-arquitectura-gestion-datos,important,wave-08,batch-093-expansion-wave-08-02
candidate-data-quality-dimension,Data Quality Dimension,metric,results-measurement,domain-datos-analitica,subdomain-arquitectura-gestion-datos,important,wave-08,batch-093-expansion-wave-08-02
candidate-data-observability,Data Observability,concept,ideas-orientations,domain-datos-analitica,subdomain-arquitectura-gestion-datos,important,wave-08,batch-094-expansion-wave-08-03
candidate-data-contract,Data Contract,artifact,results-measurement,domain-datos-analitica,subdomain-arquitectura-gestion-datos,important,wave-08,batch-094-expansion-wave-08-03
candidate-data-lifecycle,Data Lifecycle,process,ways-of-working,domain-datos-analitica,subdomain-arquitectura-gestion-datos,important,wave-08,batch-094-expansion-wave-08-03
candidate-data-architect,Data Architect,role,people-capabilities,domain-datos-analitica,subdomain-arquitectura-gestion-datos,important,wave-08,batch-094-expansion-wave-08-03
candidate-data-security,Data Security,concept,ideas-orientations,domain-datos-analitica,subdomain-arquitectura-gestion-datos,specialized,wave-08,batch-094-expansion-wave-08-03
candidate-business-intelligence,Business Intelligence,concept,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-094-expansion-wave-08-03
candidate-analytics,Analytics,concept,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-094-expansion-wave-08-03
candidate-descriptive-analytics,Descriptive Analytics,concept,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-094-expansion-wave-08-03
candidate-diagnostic-analytics,Diagnostic Analytics,concept,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-094-expansion-wave-08-03
candidate-predictive-analytics,Predictive Analytics,concept,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-094-expansion-wave-08-03
candidate-prescriptive-analytics,Prescriptive Analytics,concept,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-094-expansion-wave-08-03
candidate-online-transaction-processing,Online Transaction Processing,process,ways-of-working,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-094-expansion-wave-08-03
candidate-online-analytical-processing,Online Analytical Processing,process,ways-of-working,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-095-expansion-wave-08-04
candidate-data-mart,Data Mart,concept,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-095-expansion-wave-08-04
candidate-semantic-layer,Semantic Layer,model,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-095-expansion-wave-08-04
candidate-dashboard,Dashboard,artifact,results-measurement,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-095-expansion-wave-08-04
candidate-report,Report,artifact,results-measurement,domain-datos-analitica,subdomain-bi-analitica,essential,wave-08,batch-095-expansion-wave-08-04
candidate-data-visualization,Data Visualization,concept,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,important,wave-08,batch-095-expansion-wave-08-04
candidate-key-performance-indicator-design,Key Performance Indicator Design,practice,ways-of-working,domain-datos-analitica,subdomain-bi-analitica,important,wave-08,batch-095-expansion-wave-08-04
candidate-business-intelligence-developer,Business Intelligence Developer,role,people-capabilities,domain-datos-analitica,subdomain-bi-analitica,important,wave-08,batch-095-expansion-wave-08-04
candidate-data-visualization-specialist,Data Visualization Specialist,role,people-capabilities,domain-datos-analitica,subdomain-bi-analitica,important,wave-08,batch-095-expansion-wave-08-04
candidate-funnel-analysis,Funnel Analysis,process,ways-of-working,domain-datos-analitica,subdomain-bi-analitica,important,wave-08,batch-095-expansion-wave-08-04
candidate-dimensional-modeling,Dimensional Modeling,model,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,important,wave-08,batch-095-expansion-wave-08-04
candidate-star-schema,Star Schema,model,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,important,wave-08,batch-095-expansion-wave-08-04
candidate-fact-table,Fact Table,concept,ideas-orientations,domain-datos-analitica,subdomain-bi-analitica,specialized,wave-08,batch-096-expansion-wave-08-05
