candidate_id,canonical_name,type,family,primary_domain,subdomain,priority,wave,recommended_batch
candidate-graph,Graph,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-algoritmos-estructuras-datos,important,wave-01,batch-046-expansion-wave-01-04
candidate-trie,Trie,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-algoritmos-estructuras-datos,important,wave-01,batch-046-expansion-wave-01-04
candidate-sorting-algorithm,Sorting Algorithm,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-algoritmos-estructuras-datos,important,wave-01,batch-046-expansion-wave-01-04
candidate-search-algorithm,Search Algorithm,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-algoritmos-estructuras-datos,important,wave-01,batch-046-expansion-wave-01-04
candidate-big-o-notation,Big O Notation,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-algoritmos-estructuras-datos,important,wave-01,batch-046-expansion-wave-01-04
candidate-variable,Variable,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,essential,wave-01,batch-046-expansion-wave-01-04
candidate-constant,Constant,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,essential,wave-01,batch-046-expansion-wave-01-04
candidate-data-type,Data Type,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,essential,wave-01,batch-046-expansion-wave-01-04
candidate-primitive-type,Primitive Type,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,essential,wave-01,batch-047-expansion-wave-01-05
candidate-composite-type,Composite Type,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,essential,wave-01,batch-047-expansion-wave-01-05
candidate-expression,Expression,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,essential,wave-01,batch-047-expansion-wave-01-05
candidate-operator,Operator,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,essential,wave-01,batch-047-expansion-wave-01-05
candidate-control-flow,Control Flow,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,essential,wave-01,batch-047-expansion-wave-01-05
candidate-conditional-statement,Conditional Statement,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,essential,wave-01,batch-047-expansion-wave-01-05
candidate-loop,Loop,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,important,wave-01,batch-047-expansion-wave-01-05
candidate-iteration,Iteration,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,important,wave-01,batch-047-expansion-wave-01-05
candidate-recursion,Recursion,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,important,wave-01,batch-047-expansion-wave-01-05
candidate-input-output,Input/Output,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,important,wave-01,batch-047-expansion-wave-01-05
candidate-syntax,Syntax,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,important,wave-01,batch-047-expansion-wave-01-05
candidate-semantics,Semantics,concept,ideas-orientations,domain-fundamentos-computacion,subdomain-fundamentos-programacion,important,wave-01,batch-047-expansion-wave-01-05
