candidate_id,canonical_name,type,family,primary_domain,subdomain,priority,wave,recommended_batch
candidate-openid-connect,OpenID Connect,protocol,specifications-implementations,domain-ciberseguridad-riesgo,subdomain-identidad-acceso,important,wave-07,batch-085-expansion-wave-07-01
candidate-security-assertion-markup-language,Security Assertion Markup Language,protocol,specifications-implementations,domain-ciberseguridad-riesgo,subdomain-identidad-acceso,important,wave-07,batch-085-expansion-wave-07-01
candidate-public-key-infrastructure,Public Key Infrastructure,standard,specifications-implementations,domain-ciberseguridad-riesgo,subdomain-identidad-acceso,specialized,wave-07,batch-085-expansion-wave-07-01
candidate-security-operations-center,Security Operations Center,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-085-expansion-wave-07-01
candidate-security-information-and-event-management,Security Information and Event Management,process,ways-of-working,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-security-orchestration-automation-and-response,Security Orchestration Automation and Response,practice,ways-of-working,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-endpoint-detection-and-response,Endpoint Detection and Response,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-extended-detection-and-response,Extended Detection and Response,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-intrusion-detection-system,Intrusion Detection System,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-intrusion-prevention-system,Intrusion Prevention System,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-vulnerability-management,Vulnerability Management,process,ways-of-working,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-soc-analyst,SOC Analyst,role,people-capabilities,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-threat-intelligence,Threat Intelligence,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-threat-hunting,Threat Hunting,practice,ways-of-working,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-digital-forensics,Digital Forensics,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-malware,Malware,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,essential,wave-07,batch-086-expansion-wave-07-02
candidate-ransomware,Ransomware,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,important,wave-07,batch-087-expansion-wave-07-03
candidate-phishing,Phishing,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,important,wave-07,batch-087-expansion-wave-07-03
candidate-social-engineering,Social Engineering,process,ways-of-working,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,important,wave-07,batch-087-expansion-wave-07-03
candidate-penetration-testing,Penetration Testing,practice,ways-of-working,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,important,wave-07,batch-087-expansion-wave-07-03
candidate-red-team,Red Team,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,important,wave-07,batch-087-expansion-wave-07-03
candidate-blue-team,Blue Team,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,important,wave-07,batch-087-expansion-wave-07-03
candidate-penetration-tester,Penetration Tester,role,people-capabilities,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,important,wave-07,batch-087-expansion-wave-07-03
candidate-incident-responder,Incident Responder,role,people-capabilities,domain-ciberseguridad-riesgo,subdomain-operaciones-seguridad,specialized,wave-07,batch-087-expansion-wave-07-03
candidate-governance-risk-and-compliance,Governance Risk and Compliance,process,ways-of-working,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-087-expansion-wave-07-03
candidate-compliance,Compliance,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-087-expansion-wave-07-03
candidate-privacy-by-design,Privacy by Design,practice,ways-of-working,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-087-expansion-wave-07-03
candidate-data-protection,Data Protection,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-087-expansion-wave-07-03
candidate-personal-data,Personal Data,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-088-expansion-wave-07-04
candidate-sensitive-data,Sensitive Data,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-088-expansion-wave-07-04
candidate-data-classification,Data Classification,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-088-expansion-wave-07-04
candidate-data-retention,Data Retention,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-088-expansion-wave-07-04
candidate-data-minimization,Data Minimization,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-088-expansion-wave-07-04
candidate-privacy-officer,Privacy Officer,role,people-capabilities,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-088-expansion-wave-07-04
candidate-privacy-impact-assessment,Privacy Impact Assessment,process,ways-of-working,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-088-expansion-wave-07-04
candidate-data-protection-impact-assessment,Data Protection Impact Assessment,process,ways-of-working,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-088-expansion-wave-07-04
candidate-risk-appetite,Risk Appetite,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,essential,wave-07,batch-088-expansion-wave-07-04
candidate-risk-tolerance,Risk Tolerance,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,important,wave-07,batch-088-expansion-wave-07-04
candidate-residual-risk,Residual Risk,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,important,wave-07,batch-088-expansion-wave-07-04
candidate-inherent-risk,Inherent Risk,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,important,wave-07,batch-088-expansion-wave-07-04
candidate-risk-treatment,Risk Treatment,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,important,wave-07,batch-089-expansion-wave-07-05
candidate-risk-register,Risk Register,artifact,results-measurement,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,important,wave-07,batch-089-expansion-wave-07-05
candidate-audit,Audit,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,important,wave-07,batch-089-expansion-wave-07-05
candidate-grc-analyst,GRC Analyst,role,people-capabilities,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,important,wave-07,batch-089-expansion-wave-07-05
candidate-third-party-risk,Third-Party Risk,concept,ideas-orientations,domain-ciberseguridad-riesgo,subdomain-privacidad-riesgo-cumplimiento,specialized,wave-07,batch-089-expansion-wave-07-05
