candidate_id,canonical_name,type,family,primary_domain,subdomain,priority,wave,recommended_batch
candidate-client-server-architecture,Client–Server Architecture,architectural-style,solutions-structures,domain-desarrollo-software,subdomain-backend-servicios,essential,wave-02,batch-055-expansion-wave-02-06
candidate-business-logic,Business Logic,model,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,essential,wave-02,batch-055-expansion-wave-02-06
candidate-domain-model,Domain Model,model,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,essential,wave-02,batch-055-expansion-wave-02-06
candidate-api-developer,API Developer,role,people-capabilities,domain-desarrollo-software,subdomain-backend-servicios,essential,wave-02,batch-055-expansion-wave-02-06
candidate-controller,Controller,concept,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,essential,wave-02,batch-055-expansion-wave-02-06
candidate-service-layer,Service Layer,concept,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,essential,wave-02,batch-055-expansion-wave-02-06
candidate-data-access-layer,Data Access Layer,concept,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,important,wave-02,batch-056-expansion-wave-02-07
candidate-object-relational-mapping,Object–Relational Mapping,technology,specifications-implementations,domain-desarrollo-software,subdomain-backend-servicios,important,wave-02,batch-056-expansion-wave-02-07
candidate-session,Session,concept,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,important,wave-02,batch-056-expansion-wave-02-07
candidate-cookie,Cookie,concept,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,important,wave-02,batch-056-expansion-wave-02-07
candidate-caching,Caching,concept,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,important,wave-02,batch-056-expansion-wave-02-07
candidate-background-job,Background Job,concept,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,important,wave-02,batch-056-expansion-wave-02-07
candidate-task-queue,Task Queue,technology,specifications-implementations,domain-desarrollo-software,subdomain-backend-servicios,important,wave-02,batch-056-expansion-wave-02-07
candidate-connection-pool,Connection Pool,technology,specifications-implementations,domain-desarrollo-software,subdomain-backend-servicios,important,wave-02,batch-056-expansion-wave-02-07
candidate-rate-limiting,Rate Limiting,concept,ideas-orientations,domain-desarrollo-software,subdomain-backend-servicios,specialized,wave-02,batch-056-expansion-wave-02-07
candidate-mobile-application,Mobile Application,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-02,batch-056-expansion-wave-02-07
candidate-native-application,Native Application,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-02,batch-056-expansion-wave-02-07
candidate-cross-platform-application,Cross-Platform Application,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-02,batch-056-expansion-wave-02-07
candidate-hybrid-application,Hybrid Application,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-mobile-sdk,Mobile SDK,technology,specifications-implementations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-application-package,Application Package,technology,specifications-implementations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-mobile-developer,Mobile Developer,role,people-capabilities,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-push-notification,Push Notification,technology,specifications-implementations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-deep-link,Deep Link,technology,specifications-implementations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-mobile-lifecycle,Mobile Lifecycle,process,ways-of-working,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-mobile-navigation,Mobile Navigation,practice,ways-of-working,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-offline-first-application,Offline-First Application,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-responsive-layout,Responsive Layout,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-touch-interface,Touch Interface,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,essential,wave-03,batch-057-expansion-wave-03-01
candidate-device-capability,Device Capability,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,important,wave-03,batch-057-expansion-wave-03-01
candidate-mobile-permission,Mobile Permission,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,important,wave-03,batch-058-expansion-wave-03-02
candidate-application-sandbox,Application Sandbox,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,important,wave-03,batch-058-expansion-wave-03-02
candidate-mobile-backend-as-a-service,Mobile Backend as a Service,platform,specifications-implementations,domain-desarrollo-software,subdomain-desarrollo-movil,important,wave-03,batch-058-expansion-wave-03-02
candidate-progressive-enhancement,Progressive Enhancement,concept,ideas-orientations,domain-desarrollo-software,subdomain-desarrollo-movil,important,wave-03,batch-058-expansion-wave-03-02
candidate-adaptive-design,Adaptive Design,practice,ways-of-working,domain-desarrollo-software,subdomain-desarrollo-movil,important,wave-03,batch-058-expansion-wave-03-02
candidate-cross-platform-developer,Cross-Platform Developer,role,people-capabilities,domain-desarrollo-software,subdomain-desarrollo-movil,important,wave-03,batch-058-expansion-wave-03-02
candidate-mobile-release-engineer,Mobile Release Engineer,role,people-capabilities,domain-desarrollo-software,subdomain-desarrollo-movil,specialized,wave-03,batch-058-expansion-wave-03-02
candidate-source-repository,Source Repository,technology,specifications-implementations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-058-expansion-wave-03-02
candidate-commit,Commit,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-058-expansion-wave-03-02
candidate-branch,Branch,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-058-expansion-wave-03-02
candidate-merge,Merge,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-058-expansion-wave-03-02
candidate-pull-request,Pull Request,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-058-expansion-wave-03-02
candidate-codebase,Codebase,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-059-expansion-wave-03-03
candidate-module,Module,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-059-expansion-wave-03-03
candidate-package,Package,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-059-expansion-wave-03-03
candidate-library,Library,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-059-expansion-wave-03-03
candidate-framework,Framework,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-059-expansion-wave-03-03
candidate-software-development-kit,Software Development Kit,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-059-expansion-wave-03-03
candidate-dependency,Dependency,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-059-expansion-wave-03-03
candidate-dependency-management,Dependency Management,process,ways-of-working,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-059-expansion-wave-03-03
candidate-build,Build,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,essential,wave-03,batch-059-expansion-wave-03-03
candidate-build-tool,Build Tool,technology,specifications-implementations,domain-desarrollo-software,subdomain-practicas-implementacion,important,wave-03,batch-059-expansion-wave-03-03
candidate-configuration,Configuration,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,important,wave-03,batch-059-expansion-wave-03-03
candidate-developer-advocate,Developer Advocate,role,people-capabilities,domain-desarrollo-software,subdomain-practicas-implementacion,important,wave-03,batch-059-expansion-wave-03-03
candidate-refactoring,Refactoring,practice,ways-of-working,domain-desarrollo-software,subdomain-practicas-implementacion,important,wave-03,batch-060-expansion-wave-03-04
candidate-error-handling,Error Handling,process,ways-of-working,domain-desarrollo-software,subdomain-practicas-implementacion,important,wave-03,batch-060-expansion-wave-03-04
candidate-exception,Exception,concept,ideas-orientations,domain-desarrollo-software,subdomain-practicas-implementacion,important,wave-03,batch-060-expansion-wave-03-04
candidate-logging,Logging,practice,ways-of-working,domain-desarrollo-software,subdomain-practicas-implementacion,important,wave-03,batch-060-expansion-wave-03-04
candidate-full-stack-developer,Full-Stack Developer,role,people-capabilities,domain-desarrollo-software,subdomain-practicas-implementacion,specialized,wave-03,batch-060-expansion-wave-03-04
