candidate_id,canonical_name,type,family,primary_domain,subdomain,priority,wave,recommended_batch
candidate-user-journey,User Journey,concept,ideas-orientations,domain-producto-experiencia,subdomain-investigacion-ux,important,wave-10,batch-107-expansion-wave-10-02
candidate-user-flow,User Flow,concept,ideas-orientations,domain-producto-experiencia,subdomain-investigacion-ux,important,wave-10,batch-107-expansion-wave-10-02
candidate-usability-testing,Usability Testing,process,ways-of-working,domain-producto-experiencia,subdomain-investigacion-ux,important,wave-10,batch-107-expansion-wave-10-02
candidate-prototype,Prototype,concept,ideas-orientations,domain-producto-experiencia,subdomain-investigacion-ux,important,wave-10,batch-107-expansion-wave-10-02
candidate-accessibility,Accessibility,concept,ideas-orientations,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,essential,wave-10,batch-107-expansion-wave-10-02
candidate-assistive-technology,Assistive Technology,concept,ideas-orientations,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,essential,wave-10,batch-107-expansion-wave-10-02
candidate-screen-reader,Screen Reader,concept,ideas-orientations,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,essential,wave-10,batch-107-expansion-wave-10-02
candidate-keyboard-navigation,Keyboard Navigation,practice,ways-of-working,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,essential,wave-10,batch-107-expansion-wave-10-02
candidate-focus-management,Focus Management,process,ways-of-working,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,essential,wave-10,batch-107-expansion-wave-10-02
candidate-color-contrast,Color Contrast,concept,ideas-orientations,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,essential,wave-10,batch-108-expansion-wave-10-03
candidate-alternative-text,Alternative Text,concept,ideas-orientations,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,important,wave-10,batch-108-expansion-wave-10-03
candidate-accessibility-specialist,Accessibility Specialist,role,people-capabilities,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,important,wave-10,batch-108-expansion-wave-10-03
candidate-semantic-html,Semantic HTML,concept,ideas-orientations,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,important,wave-10,batch-108-expansion-wave-10-03
candidate-universal-design,Universal Design,practice,ways-of-working,domain-producto-experiencia,subdomain-accesibilidad-diseno-inclusivo,important,wave-10,batch-108-expansion-wave-10-03
candidate-business-analysis,Business Analysis,process,ways-of-working,domain-producto-experiencia,subdomain-analisis-negocio,essential,wave-10,batch-108-expansion-wave-10-03
candidate-stakeholder-analysis,Stakeholder Analysis,process,ways-of-working,domain-producto-experiencia,subdomain-analisis-negocio,essential,wave-10,batch-108-expansion-wave-10-03
candidate-process-modeling,Process Modeling,model,ideas-orientations,domain-producto-experiencia,subdomain-analisis-negocio,essential,wave-10,batch-108-expansion-wave-10-03
candidate-business-process,Business Process,process,ways-of-working,domain-producto-experiencia,subdomain-analisis-negocio,essential,wave-10,batch-108-expansion-wave-10-03
candidate-gap-analysis,Gap Analysis,process,ways-of-working,domain-producto-experiencia,subdomain-analisis-negocio,essential,wave-10,batch-108-expansion-wave-10-03
candidate-swot-analysis,SWOT Analysis,process,ways-of-working,domain-producto-experiencia,subdomain-analisis-negocio,essential,wave-10,batch-108-expansion-wave-10-03
candidate-value-proposition,Value Proposition,concept,ideas-orientations,domain-producto-experiencia,subdomain-analisis-negocio,important,wave-10,batch-108-expansion-wave-10-03
candidate-business-case,Business Case,artifact,results-measurement,domain-producto-experiencia,subdomain-analisis-negocio,important,wave-10,batch-109-expansion-wave-10-04
candidate-cost-benefit-analysis,Cost–Benefit Analysis,process,ways-of-working,domain-producto-experiencia,subdomain-analisis-negocio,important,wave-10,batch-109-expansion-wave-10-04
candidate-business-process-analyst,Business Process Analyst,role,people-capabilities,domain-producto-experiencia,subdomain-analisis-negocio,important,wave-10,batch-109-expansion-wave-10-04
